Reaction_Name,Gene_ID,Pathway,Metabolite_ID,name,formula,charge,"formula, neutral",KEGG ID,CAS number   
Threonyl-tRNA synthetase,MG375,Threonine and Lysine Metabolism,thr-L,L-Threonine,C4H9NO3,0.0,C4H9NO3,C00188,72-19-5
Threonyl-tRNA synthetase,MG375,Threonine and Lysine Metabolism,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Threonyl-tRNA synthetase,MG375,Threonine and Lysine Metabolism,thrtrna,L-Threonyl-tRNA(Thr),C4H8NO2R,1.0,,C02992,
Threonyl-tRNA synthetase,MG375,Threonine and Lysine Metabolism,trnathr,tRNA(Thr),HOR,0.0,,C01651,
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,cys-L,L-Cysteine,C3H7NO2S,0.0,C3H7NO2S,C00097,52-90-4
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,dxyl5p,1-deoxy-D-xylulose 5-phosphate,C5H9O7P,-2.0,C5H11O7P,C11437,
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,ala-L,L-Alanine,C3H7NO2,0.0,C3H7NO2,C00041,56-41-7
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,co2,CO2,CO2,0.0,,C00011,124-38-9
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,tyr-L,L-Tyrosine,C9H11NO3,0.0,C9H11NO3,C00082,60-18-4
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,h,H+,H,1.0,,C00080,12408-02-5
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,4mpetz,4-Methyl-5-(2-phosphoethyl)-thiazole,C6H8NO4PS,-2.0,C6H10NO4PS,C04327,
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,4hba,4-Hydroxy-benzyl alcohol,C7H8O2,0.0,,,
thiazole phosphate synthesis,MG372,Cofactor and Prosthetic Group Biosynthesis,h2o,H2O,H2O,0.0,,C00001,7732-18-5
transketolase,MG066,Carbohydrates and related molecules,s7p,Sedoheptulose 7-phosphate,C7H13O10P,-2.0,C7H15O10P,C00281,
transketolase,MG066,Carbohydrates and related molecules,r5p,alpha-D-Ribose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00117,4300-28-1
transketolase,MG066,Carbohydrates and related molecules,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
transketolase,MG066,Carbohydrates and related molecules,xu5p-D,D-Xylulose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00231,
transketolase,MG066,Carbohydrates and related molecules,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
transketolase,MG066,Carbohydrates and related molecules,xu5p-D,D-Xylulose 5-phosphate,C5H9O8P,-2.0,C5H11O8P,C00231,
transketolase,MG066,Carbohydrates and related molecules,e4p,D-Erythrose 4-phosphate,C4H7O7P,-2.0,C4H9O7P,C00279,585-18-2
transketolase,MG066,Carbohydrates and related molecules,f6p,D-Fructose 6-phosphate,C6H11O9P,-2.0,C6H13O9P,C00085,643-13-0
thymidine kinase (ATP:thymidine),MG034,Nucleotide Salvage Pathway,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
thymidine kinase (ATP:thymidine),MG034,Nucleotide Salvage Pathway,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
thymidine kinase (ATP:thymidine),MG034,Nucleotide Salvage Pathway,h,H+,H,1.0,,C00080,12408-02-5
thymidine kinase (ATP:thymidine),MG034,Nucleotide Salvage Pathway,thymd,Thymidine,C10H14N2O5,0.0,,C00214,50-89-5
thymidine kinase (ATP:thymidine),MG034,Nucleotide Salvage Pathway,dtmp,dTMP,C10H13N2O8P,-2.0,C10H15N2O8P,C00364,365-07-1
thymidine phosphorylase,MG051,Nucleotides and nucleic acids,thym,Thymine,C5H6N2O2,0.0,,C00178,65-71-4
thymidine phosphorylase,MG051,Nucleotides and nucleic acids,pi,Phosphate,HO4P,-2.0,H3O4P,C00009,14265-44-2
thymidine phosphorylase,MG051,Nucleotides and nucleic acids,thymd,Thymidine,C10H14N2O5,0.0,,C00214,50-89-5
thymidine phosphorylase,MG051,Nucleotides and nucleic acids,2dr1p,2-Deoxy-D-ribose 1-phosphate,C5H9O7P,-2.0,C5H11O7P,C00672,
thymidylate synthase,MG227,Nucleotides and nucleic acids,mlthf,"5,10-Methylenetetrahydrofolate",C20H21N7O6,-2.0,C20H23N7O6,C00143,
thymidylate synthase,MG227,Nucleotides and nucleic acids,dump,dUMP,C9H11N2O8P,-2.0,C9H13N2O8P,C00365,964-26-1
thymidylate synthase,MG227,Nucleotides and nucleic acids,dhf,"7,8-Dihydrofolate",C19H19N7O6,-2.0,C19H21N7O6,C00415,4033-27-6
thymidylate synthase,MG227,Nucleotides and nucleic acids,dtmp,dTMP,C10H13N2O8P,-2.0,C10H15N2O8P,C00364,365-07-1
triose-phosphate isomerase,MG431,Carbohydrates and related molecules,dhap,Dihydroxyacetone phosphate,C3H5O6P,-2.0,C3H7O6P,C00111,1957-04-05 00:00:00
triose-phosphate isomerase,MG431,Carbohydrates and related molecules,g3p,Glyceraldehyde 3-phosphate,C3H5O6P,-2.0,C3H7O6P,C00661,142-10-9
thioredoxin reductase (NADPH),MG102,Membrane bioenergetics,trdox,Oxidized thioredoxin,C6H7NO2S2R2,0.0,,C00343,
thioredoxin reductase (NADPH),MG102,Membrane bioenergetics,trdrd,Reduced thioredoxin,C6H9NO2S2R2,0.0,,C00342,
thioredoxin reductase (NADPH),MG102,Membrane bioenergetics,nadph,Nicotinamide adenine dinucleotide phosphate - reduced,C21H26N7O17P3,-4.0,C21H30N7O17P3,C00005,2646-71-1
thioredoxin reductase (NADPH),MG102,Membrane bioenergetics,h,H+,H,1.0,,C00080,12408-02-5
thioredoxin reductase (NADPH),MG102,Membrane bioenergetics,nadp,Nicotinamide adenine dinucleotide phosphate,C21H25N7O17P3,-3.0,,C00006,53-59-8
trehalose transport via PEP:Pyr PTS,MG041,Transport,tre6p,"alpha,alpha'-Trehalose 6-phosphate",C12H21O14P,-2.0,C12H23O14P,C00689,4484-88-2
trehalose transport via PEP:Pyr PTS,MG041,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
trehalose transport via PEP:Pyr PTS,MG041,Transport,tre,Trehalose,C12H22O11,0.0,,C01083,99-20-7
trehalose transport via PEP:Pyr PTS,MG041,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
trehalose transport via PEP:Pyr PTS,MG429,Transport,tre6p,"alpha,alpha'-Trehalose 6-phosphate",C12H21O14P,-2.0,C12H23O14P,C00689,4484-88-2
trehalose transport via PEP:Pyr PTS,MG429,Transport,pep,Phosphoenolpyruvate,C3H2O6P,-3.0,C3H5O6P,C00074,138-08-9
trehalose transport via PEP:Pyr PTS,MG429,Transport,tre,Trehalose,C12H22O11,0.0,,C01083,99-20-7
trehalose transport via PEP:Pyr PTS,MG429,Transport,pyr,Pyruvate,C3H3O3,-1.0,C3H4O3,C00022,127-17-3
Tryptophanyl-tRNA synthetase,MG126,tRNA Charging,trptrna,L-Tryptophanyl-tRNA(Trp),C11H11N2OR,1.0,,C03512,
Tryptophanyl-tRNA synthetase,MG126,tRNA Charging,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Tryptophanyl-tRNA synthetase,MG126,tRNA Charging,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Tryptophanyl-tRNA synthetase,MG126,tRNA Charging,trnatrp,tRNA(Trp),HOR,0.0,,C01652,
Tryptophanyl-tRNA synthetase,MG126,tRNA Charging,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Tryptophanyl-tRNA synthetase,MG126,tRNA Charging,trp-L,L-Tryptophan,C11H12N2O2,0.0,C11H12N2O2,C00078,73-22-3
Tyrosyl-tRNA synthetase,MG455,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Tyrosyl-tRNA synthetase,MG455,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Tyrosyl-tRNA synthetase,MG455,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",trnatyr,tRNA(Tyr),HOR,0.0,,C00787,
Tyrosyl-tRNA synthetase,MG455,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",tyr-L,L-Tyrosine,C9H11NO3,0.0,C9H11NO3,C00082,60-18-4
Tyrosyl-tRNA synthetase,MG455,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
Tyrosyl-tRNA synthetase,MG455,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",tyrtrna,L-Tyrosyl-tRNA(Tyr),C9H10NO2R,1.0,,C02839,
UDP-N-acetylglucosamine 4-epimerase,MG118,Carbohydrates and related molecules,uacgala,UDP-N-acetyl-D-galactosamine,C17H25N3O17P2,-2.0,C17H27N3O17P2,C00203,
UDP-N-acetylglucosamine 4-epimerase,MG118,Carbohydrates and related molecules,uacgam,UDP-N-acetyl-D-glucosamine,C17H25N3O17P2,-2.0,C17H27N3O17P2,C00043,
UDPglucose 4-epimerase,MG118,Carbohydrates and related molecules,udpg,UDPglucose,C15H22N2O17P2,-2.0,C15H24N2O17P2,C00029,
UDPglucose 4-epimerase,MG118,Carbohydrates and related molecules,udpgal,UDPgalactose,C15H22N2O17P2,-2.0,C15H24N2O17P2,C00052,
UDPgalactopyranose mutase,MG137,Cell Envelope Biosynthesis,udpgalfur,"UDP-D-galacto-1,4-furanose",C15H22N2O17P2,-2.0,C15H24N2O17P2,C03733,638-23-3
UDPgalactopyranose mutase,MG137,Cell Envelope Biosynthesis,udpgal,UDPgalactose,C15H22N2O17P2,-2.0,C15H24N2O17P2,C00052,
uracil phosphoribosyltransferase,MG030,Nucleotides and nucleic acids,ura,Uracil,C4H4N2O2,0.0,,C00106,66-22-8
uracil phosphoribosyltransferase,MG030,Nucleotides and nucleic acids,prpp,5-Phospho-alpha-D-ribose 1-diphosphate,C5H8O14P3,-5.0,C5H13O14P3,C00119,
uracil phosphoribosyltransferase,MG030,Nucleotides and nucleic acids,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
uracil phosphoribosyltransferase,MG030,Nucleotides and nucleic acids,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
uridylate kinase (UMP),MG330,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
uridylate kinase (UMP),MG330,Nucleotides and nucleic acids,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
uridylate kinase (UMP),MG330,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
uridylate kinase (UMP),MG330,Nucleotides and nucleic acids,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
uridylate kinase (UMP),MG434,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
uridylate kinase (UMP),MG434,Nucleotides and nucleic acids,udp,UDP,C9H11N2O12P2,-3.0,C9H14N2O12P2,C00015,58-98-0
uridylate kinase (UMP),MG434,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
uridylate kinase (UMP),MG434,Nucleotides and nucleic acids,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
uridylate kinase (dUMP),MG330,Nucleotides and nucleic acids,dudp,dUDP,C9H11N2O11P2,-3.0,C9H14N2O11P2,C01346,
uridylate kinase (dUMP),MG330,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
uridylate kinase (dUMP),MG330,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
uridylate kinase (dUMP),MG330,Nucleotides and nucleic acids,dump,dUMP,C9H11N2O8P,-2.0,C9H13N2O8P,C00365,964-26-1
uridylate kinase (dUMP),MG434,Nucleotides and nucleic acids,dudp,dUDP,C9H11N2O11P2,-3.0,C9H14N2O11P2,C01346,
uridylate kinase (dUMP),MG434,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
uridylate kinase (dUMP),MG434,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
uridylate kinase (dUMP),MG434,Nucleotides and nucleic acids,dump,dUMP,C9H11N2O8P,-2.0,C9H13N2O8P,C00365,964-26-1
uridine kinase (ATP:Uridine),MG382,Nucleotides and nucleic acids,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
uridine kinase (ATP:Uridine),MG382,Nucleotides and nucleic acids,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
uridine kinase (ATP:Uridine),MG382,Nucleotides and nucleic acids,uri,Uridine,C9H12N2O6,0.0,,C00299,58-96-8
uridine kinase (ATP:Uridine),MG382,Nucleotides and nucleic acids,adp,ADP,C10H12N5O10P2,-3.0,C10H15N5O10P2,C00008,58-64-0
uridine kinase (ATP:Uridine),MG382,Nucleotides and nucleic acids,h,H+,H,1.0,,C00080,12408-02-5
uridine kinase (GTP:Uridine),MG382,Nucleotides and nucleic acids,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
uridine kinase (GTP:Uridine),MG382,Nucleotides and nucleic acids,uri,Uridine,C9H12N2O6,0.0,,C00299,58-96-8
uridine kinase (GTP:Uridine),MG382,Nucleotides and nucleic acids,gdp,GDP,C10H12N5O11P2,-3.0,C10H15N5O11P2,C00035,146-91-8
uridine kinase (GTP:Uridine),MG382,Nucleotides and nucleic acids,gtp,GTP,C10H12N5O14P3,-4.0,C10H16N5O14P3,C00044,1986-01-01 00:00:00
uridine kinase (GTP:Uridine),MG382,Nucleotides and nucleic acids,h,H+,H,1.0,,C00080,12408-02-5
uridine kinase (ITP:Uridine),MG382,Nucleotides and nucleic acids,ump,UMP,C9H11N2O9P,-2.0,C9H13N2O9P,C00105,58-97-9
uridine kinase (ITP:Uridine),MG382,Nucleotides and nucleic acids,itp,ITP,C10H11N4O14P3,-4.0,C10H15N4O14P3,C00081,132-06-9
uridine kinase (ITP:Uridine),MG382,Nucleotides and nucleic acids,uri,Uridine,C9H12N2O6,0.0,,C00299,58-96-8
uridine kinase (ITP:Uridine),MG382,Nucleotides and nucleic acids,h,H+,H,1.0,,C00080,12408-02-5
uridine kinase (ITP:Uridine),MG382,Nucleotides and nucleic acids,idp,IDP,C10H11N4O11P2,-3.0,C10H14N4O11P2,C00104,1986-04-04 00:00:00
Valyl-tRNA synthetase,MG334,tRNA Charging,amp,AMP,C10H12N5O7P,-2.0,C10H14N5O7P,C00020,61-19-8
Valyl-tRNA synthetase,MG334,tRNA Charging,atp,ATP,C10H12N5O13P3,-4.0,C10H16N5O13P3,C00002,56-65-5
Valyl-tRNA synthetase,MG334,tRNA Charging,val-L,L-Valine,C5H11NO2,0.0,C5H11NO2,C00183,72-18-4
Valyl-tRNA synthetase,MG334,tRNA Charging,trnaval,tRNA(Val),HOR,0.0,,C01653,
Valyl-tRNA synthetase,MG334,tRNA Charging,valtrna,L-Valyl-tRNA(Val),C5H10NOR,1.0,,C02554,
Valyl-tRNA synthetase,MG334,tRNA Charging,ppi,Diphosphate,HO7P2,-3.0,H4O7P2,C00013,2466-09-03 00:00:00
